Year,Value
2000,8687.0
2001,8854.8
2002,9025.0
2003,9368.1
2004,9895.6
2005,10415.4
2006,10841.7
2007,11160.2
2008,11043.4
2009,10350.2
2010,10710.2
2011,11274.8
2012,11575.6
2013,11788.1
2014,12115.8
2015,12209.9
2016,12360.3
2017,12771.9
2018,13250.8
