Year,Value
2000,15.1
2001,13.9
2002,13.4
2003,13.3
2004,13.2
2005,13.0
2006,13.0
2007,12.8
2008,12.2
2009,11.8
2010,12.0
2011,12.0
2012,11.9
2013,11.9
2014,11.7
2015,11.7
2016,11.1
2017,11.2
2018,11.4
