Year,Value
2000,0.5704
2001,0.5707
2002,0.561
2003,0.5545
2004,0.5502
2005,0.5421
2006,0.5414
2007,0.5452
2008,0.5476
2009,0.537
2010,0.5286
2011,0.5293
2012,0.5289
2013,0.5263
2014,0.5278
2015,0.5322
2016,0.5322
2017,0.5341
