Year,Value
1981,2.27
1982,2.43
1983,2.49
1984,2.55
1985,2.66
1986,2.63
1987,2.61
1988,2.56
1989,2.52
1990,2.56
1991,2.62
1992,2.54
1993,2.42
1994,2.33
1995,2.41
1996,2.45
1997,2.48
1998,2.5
1999,2.54
2000,2.62
2001,2.64
2002,2.55
2003,2.55
2004,2.49
2005,2.5
2006,2.55
2007,2.62
2008,2.74
2009,2.79
2010,2.71
2011,2.74
2012,2.67
2013,2.7
2014,2.71
2015,2.77
2016,2.84
2017,2.88
2018,2.99
2019,3.15
2020,3.42
2021,3.48
2022,3.59
