Year,Value
2000,6.7
2001,8.3
2002,6.7
2003,7.4
2004,6.6
2005,4.9
2006,
2007,6.1
2008,7.1
2009,7
2010,4.9
2011,4.6
2012,5.1
2013,4.6
2014,3.7
2015,5.4
2016,3.7
2017,4.3
2018,5.3
2019,4.4
2020,2.9
2021,2.8
2022,5.9
