Year,Value
2000,34.1
2008,36.6
2009,37.4
2010,37.8
2011,37.9
2012,37.7
2013,38.0
2014,38.4
2015,38.6
2016,39.0
2017,39.1
2018,39.2
2019,40.1
2021,41.0
2022,41.2
